Time [s],Value,Parity Error,Framing Error
126.522326000,0x012,,
126.759274225,0x112,,
126.760426000,0x012,,
126.977253700,0x112,,
126.978405475,0x012,,
127.208271100,0x112,,
127.209422875,0x012,,
127.425347400,0x112,,
127.426511175,0x012,,
127.645440300,0x112,,
127.646604075,0x012,,
127.882429675,0x112,,
127.883581425,0x012,,
128.113395400,0x112,,
128.114547275,0x012,,
128.334418575,0x112,,
128.335577850,0x012,,
128.569518700,0x112,,
128.570670225,0x012,,
128.802633150,0x112,,
128.803784675,0x012,,
129.019525975,0x112,,
129.020677500,0x012,,
129.256709800,0x112,,
129.257861300,0x012,,
129.486615275,0x112,,
129.487766775,0x012,,
129.704838425,0x112,,
129.705989950,0x012,,
129.937864100,0x112,,
129.939015475,0x012,,
130.162763425,0x112,,
130.163915325,0x012,,
130.390939525,0x112,,
130.392090800,0x012,,
130.629869000,0x112,,
130.631020775,0x012,,
130.846817700,0x112,,
130.847976350,0x012,,
131.079051100,0x112,,
131.080202625,0x012,,
131.311169200,0x112,,
131.312320475,0x012,,
131.530228250,0x112,,
131.531391400,0x012,,
131.765032300,0x112,,
131.766184200,0x012,,
131.983154925,0x112,,
131.984306450,0x012,,
132.201062600,0x112,,
132.202221250,0x012,,
132.438083050,0x112,,
132.439234325,0x012,,
132.670219775,0x112,,
132.671371550,0x012,,
132.887308700,0x112,,
132.888459975,0x012,,
133.121272800,0x112,,
133.122431700,0x012,,
133.343310475,0x112,,
133.344461975,0x012,,
133.562404300,0x112,,
133.563563200,0x012,,
133.794440650,0x112,,
133.795592275,0x012,,
134.011340950,0x112,,
134.012492350,0x012,,
134.249499425,0x112,,
134.250650700,0x012,,
134.479581250,0x112,,
134.480742125,0x012,,
134.698724450,0x112,,
134.699875725,0x012,,
134.938561475,0x112,,
134.939713350,0x012,,
135.165762475,0x112,,
135.166913975,0x012,,
135.382799600,0x112,,
135.383955225,0x012,,
135.622752650,0x112,,
135.623904525,0x012,,
135.854779950,0x112,,
135.855931825,0x012,,
135.861902100,0x000,,
136.070763100,0x112,,
136.071919350,0x012,,
136.307861550,0x112,,
136.309013050,0x012,,
136.536888950,0x112,,
136.538047975,0x012,,
136.758231375,0x112,,
136.759403900,0x012,,
136.989861950,0x112,,
136.991013475,0x012,,
137.212035000,0x112,,
137.213192900,0x012,,
137.427081300,0x112,,
137.428235700,0x012,,
137.660590125,0x112,,
137.661749775,0x012,,
137.880111100,0x112,,
137.881263000,0x012,,
138.113737850,0x112,,
138.114889625,0x012,,
138.347805800,0x112,,
138.348957575,0x012,,
138.565102875,0x112,,
138.566254150,0x012,,
138.805185325,0x112,,
138.806347475,0x012,,
139.034460250,0x112,,
139.035632025,0x012,,
139.253255150,0x112,,
139.254406650,0x012,,
139.490352750,0x112,,
139.491504500,0x012,,
139.721631050,0x112,,
139.722782575,0x012,,
139.938552100,0x112,,
139.939703875,0x012,,
140.176431175,0x112,,
140.177582825,0x012,,
140.408539650,0x112,,
140.409691150,0x012,,
140.625550350,0x112,,
140.626701750,0x012,,
140.865537375,0x112,,
140.866689150,0x012,,
